3.5729, 0
3.5987, 5
3.6046, 2
3.6070, 0
3.6091, 1
3.6109, 1
3.6142, 2
3.6182, 4
3.6214, 6
3.6248, 6
3.6332, 1
3.6377, 0
3.6403, 0
3.6440, 2
3.6487, 3
3.6525, 3
3.6580, 1
3.6615, 0
3.6662, 0
3.6698, 1
3.6750, 2
3.6790, 2
3.6829, 2
3.6858, 3
3.6903, 2
3.6936, 2
3.6965, 0
3.7001, 2
3.7037, 2
3.7070, 0
3.7101, 1
3.7144, 0
3.7177, 0
3.7223, 0
3.7260, 0
3.7303, 0
3.7338, 0
3.7372, 0
3.7409, 0
3.7449, 0
3.7476, 1
3.7510, 1
3.7546, 0
3.7573, 0
3.7615, 0
3.7643, 0
3.7678, 0
3.7722, 0
3.7751, 0
3.7830, 0
3.7861, 1
3.7925, 0
3.7965, 0
3.8007, 0
3.8052, 0
3.8108, 0
3.8145, 0
3.8183, 0
3.8246, 0
3.8294, 0
3.8333, 0
3.8374, 0
3.8420, 0
3.8449, 0
3.8496, 0
3.8541, 0
3.8592, 0
3.8655, 0
3.8703, 0
3.8775, 0
3.8808, 0
3.8862, 0
3.8894, 0
3.8927, 0
3.8969, 0
3.9000, 0
3.9043, 0
3.9092, 0
3.9118, 1
3.9146, 3
3.9209, 1
3.9251, 3
3.9291, 6
3.9336, 7
3.9371, 9
3.9417, 1
3.9460, 4
3.9495, 6
3.9545, 1
3.9570, 3
3.9616, 5
3.9654, 1
3.9693, 3
3.9725, 1
3.9770, 3
3.9846, 8
3.9881, 10
3.9921, 3
3.9956, 7
3.9990, 9
4.0030, 12
4.0061, 7
4.0100, 7
4.0136, 7
4.0167, 7
4.0204, 7
4.0233, 9
4.0272, 9
4.0304, 11
4.0357, 14
4.0392, 10
4.0420, 8
4.0475, 0
4.0508, 0
4.0539, 1
4.0582, 3
4.0632, 0
4.0665, 1
4.0697, 3
4.0759, 5
4.0847, 10
4.0905, 13
4.0959, 13
4.1008, 16
4.1072, 20
4.1111, 14
4.1163, 14
4.1222, 12
4.1265, 15
4.1328, 18
4.1380, 21
4.1422, 24
4.1460, 25
4.1512, 26
4.1564, 29
4.1617, 29
4.1650, 31
4.1691, 32
4.1743, 34
4.1776, 34
4.1825, 36
4.1895, 38
4.1936, 41
4.1977, 42
4.2029, 42
4.2079, 42
4.2131, 44
4.2163, 44
4.2204, 43
4.2248, 44
4.2280, 46
4.2333, 41
4.2395, 37
4.2436, 37
4.2468, 35
4.2509, 34
4.2561, 34
4.2600, 33
4.2653, 32
4.2696, 32
4.2728, 30
4.2773, 31
4.2810, 30
4.2861, 32
4.2904, 32
4.2965, 33
4.3030, 32
4.3062, 33
4.3155, 30
4.3195, 30
4.3215, 29
4.3241, 28
4.3302, 27
4.3329, 28
4.3368, 31
