0.0429, 61
0.0471, 61
0.0515, 61
0.0565, 61
0.0627, 61
0.0679, 61
0.0729, 61
0.0781, 61
0.0850, 61
0.0901, 61
0.0969, 62
0.1022, 63
0.1056, 62
0.1107, 62
0.1159, 62
0.1244, 63
0.1278, 62
0.1327, 61
0.1359, 62
0.1409, 62
0.1478, 63
0.1542, 45
0.1592, 47
0.1644, 49
0.1695, 51
0.1744, 53
0.1798, 57
0.1855, 59
0.1891, 57
0.1946, 59
0.1982, 58
0.2033, 59
0.2102, 57
0.2138, 57
0.2191, 58
0.2243, 58
0.2294, 58
0.2361, 58
0.2413, 57
0.2470, 56
0.2525, 56
0.2579, 56
0.2638, 56
0.2691, 56
0.2745, 56
0.2800, 55
0.2851, 55
0.2903, 55
0.2955, 55
0.3006, 55
0.3056, 55
0.3110, 54
0.3163, 54
0.3215, 53
0.3268, 54
0.3320, 55
0.3372, 57
0.3425, 59
0.3478, 60
0.3531, 62
0.3582, 63
0.3616, 62
0.3669, 63
0.3705, 63
0.3741, 62
0.3794, 58
0.3845, 60
0.3881, 62
0.3928, 60
0.3970, 62
0.4015, 49
0.4052, 51
0.4089, 53
0.4123, 55
0.4155, 57
0.4202, 59
0.4250, 50
0.4283, 50
0.4306, 50
0.4347, 50
0.4390, 49
0.4453, 48
0.4501, 48
0.4542, 48
0.4617, 48
0.4708, 47
0.4728, 47
0.4756, 49
0.4787, 49
0.4807, 48
0.4835, 47
0.4863, 46
0.4904, 47
0.4934, 45
0.4960, 45
0.4982, 47
0.5093, 47
0.5337, 46
0.5446, 46
0.5533, 45
0.5609, 45
0.5624, 44
0.5637, 43
0.5650, 45
0.5663, 43
0.5678, 44
0.5691, 43
0.5705, 43
0.5717, 43
0.5730, 41
0.5742, 43
0.5755, 42
0.5780, 42
0.5815, 43
0.5830, 43
0.5851, 43
0.5889, 41
0.5898, 41
0.5924, 42
0.5938, 42
0.5958, 42
0.6010, 41
0.6030, 41
0.6064, 41
0.6094, 41
0.6120, 40
0.6177, 40
0.6205, 40
0.6225, 40
0.6263, 41
0.6312, 42
0.6327, 41
0.6370, 41
0.6390, 41
0.6425, 42
0.6434, 42
0.6501, 43
0.6536, 43
0.6562, 43
0.6573, 44
0.6599, 45
0.6649, 45
0.6709, 45
0.6751, 45
0.6771, 46
0.6791, 46
0.6829, 46
0.6868, 46
0.6908, 47
0.6945, 47
0.6981, 48
0.7023, 47
0.7056, 48
0.7090, 48
0.7122, 47
0.7156, 48
0.7191, 48
0.7231, 48
0.7284, 48
0.7302, 49
0.7339, 49
0.7454, 48
0.7462, 49
0.7474, 50
0.7484, 49
0.7511, 49
0.7547, 49
0.7590, 49
0.7623, 49
0.7658, 50
0.7700, 50
0.7744, 49
0.7785, 50
0.7829, 50
0.7869, 49
0.7911, 50
0.7950, 50
0.8000, 50
0.8050, 51
0.8076, 51
0.8119, 51
0.8162, 51
0.8205, 51
0.8249, 51
0.8292, 51
0.8334, 51
0.8377, 52
0.8422, 51
0.8465, 52
0.8504, 52
0.8546, 52
0.8589, 52
0.8632, 53
0.8679, 53
0.8717, 52
0.8761, 53
0.8785, 53
